Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1979-10-05,10,5.597,7000000,74865517,"Comedy, Romance","beach, mexico, midlife crisis, honeymoon, crisis, marriage, romance, love, songwriter",Blake Edwards,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber, Dee Wallace","Orion Pictures, Warner Bros. Pictures"
1979-06-22,The Muppet Movie,7.111,8000000,65200000,"Comedy, Adventure, Music, Family","chicken, musical, puppet, fame, puppetry, hollywood, gonzo, fozzie bear, floyd, dr teeth, miss piggy, studebaker, movie star, aftercreditsstinger, kermit the frog",James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz","ITC Entertainment, The Jim Henson Company"
1979-12-21,The Electric Horseman,6.059,12500000,61801971,"Drama, Romance, Comedy, Western","rodeo, horse, doping, love, cowboy",Sydney Pollack,"Robert Redford, Jane Fonda, Valerie Perrine, Willie Nelson, John Saxon","Columbia Pictures, Universal Pictures, Wildwood Enterprises"
1979-03-16,The China Syndrome,7.142,5900000,51718367,"Drama, Thriller","california, telecaster, radiation, energy policy, earthquake, nuclear power plant, cinematographer, core melt, conspiracy, tv reporter, atomic reactor, whistleblower, falsification, nuclear accident, picketing, turbine",James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas, Scott Brady, James Hampton","Columbia Pictures, IPC Films"
1979-06-22,The Main Event,4.888,0,44800000,"Comedy, Romance","sports, boxer, romantic comedy, perfume, financial ruin, boxing manager, driving instructor",Howard Zieff,"Barbra Streisand, Ryan O'Neal, Paul Sand, Whitman Mayo, Patti D'Arbanville","Barwood Films, Warner Bros. Pictures"
1979-04-26,Love at First Bite,5.9,0,43885000,"Romance, Comedy, Horror","new york city, vampire, coffin, romantic comedy, spoof, disco, horror comedy, dracula",Stan Dragoti,"George Hamilton, Susan Saint James, Richard Benjamin, Dick Shawn, Arte Johnson","Melvin Simon Productions, American International Pictures"
1979-06-22,Escape from Alcatraz,7.522,8000000,43004381,"Drama, Thriller","prison, island, based on novel or book, san francisco, california, alcatraz prison, prison warden, based on true story, prison escape, 1960s, escape plan",Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau, Fred Ward","Paramount, Malpaso Productions"
1979-04-25,Manhattan,7.749,9000000,40194067,"Comedy, Drama, Romance","adultery, lolita, new york city, based on novel or book, based on true story, love, mistress, black and white, writer, relationship, divorce, true crime, manhattan, new york city, married",Woody Allen,"Woody Allen, Diane Keaton, Michael Murphy, Mariel Hemingway, Meryl Streep","United Artists, Jack Rollins & Charles H. Joffe Productions"
1979-06-15,The In-Laws,6.603,9000000,38200000,"Action, Adventure, Comedy, Mystery","cia, wedding, in-laws, armored car robbery",Arthur Hiller,"Peter Falk, Alan Arkin, Richard Libertini, Nancy Dussault, Penny Peyser",Warner Bros. Pictures
1979-12-16,All That Jazz,7.453,12000000,37823676,Drama,"movie business, show business, tap dancing, film in film, divorce, broadway, rainstorm, surgery, editing, restroom, screening room, amphetamine, prescription drug abuse, angel of death, preserved film",Bob Fosse,"Roy Scheider, Ann Reinking, Leland Palmer, Jessica Lange, Erzsebet Foldi","Columbia Pictures, 20th Century Fox"
