Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1977-11-27,The Goodbye Girl,6.883,0,102000000,"Comedy, Drama, Romance","ballet dancer, theater play, family abandonment, single mother, precocious child, manhattan, new york city, aspiring actor",Herbert Ross,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict, Barbara Rhoades","Metro-Goldwyn-Mayer, Rastar Productions"
1977-06-17,The Deep,6.1,9000000,100000000,"Mystery, Thriller, Adventure","treasure, based on novel or book, diving, ocean, shipwreck, bermuda, scuba diving, underwater, drugs, shark, caribbean sea",Peter Yates,"Robert Shaw, Jacqueline Bisset, Nick Nolte, Louis Gossett Jr., Eli Wallach","EMI Films, Casablanca Filmworks, Columbia Pictures"
1977-06-22,The Rescuers,6.758,1200000,71215869,"Fantasy, Family, Animation, Adventure","rescue, kidnapping, mouse, rescue mission, baby-snatching, bottle, energy, mole, cartoon mouse, tide","Wolfgang Reitherman, Art Stevens, John Lounsbery","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan",Walt Disney Productions
1977-06-15,A Bridge Too Far,7.2,22000000,50750000,"Drama, History, War","mission, army, allies, world war ii, netherlands, bridge, tank, based on true story, operation market garden, soldier, arnhem, military operation, 1940s, historical battle",Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox","United Artists, Joseph E. Levine Productions"
1977-10-07,"Oh, God!",6.4,0,41687243,"Fantasy, Comedy",god,Carl Reiner,"John Denver, George Burns, Teri Garr, Donald Pleasence, Ralph Bellamy",Warner Bros. Pictures
1977-04-19,Annie Hall,7.754,4000000,38288028,"Comedy, Drama, Romance","new york city, sports, tennis, narration, job interview, cocaine, neurosis, comedian, romantic comedy, love, singer, breaking the fourth wall, volkswagen beetle, lobster",Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon","United Artists, Rollins-Joffe Productions"
1977-12-25,High Anxiety,6.414,4015000,31063038,"Comedy, Mystery, Thriller","hitman, vertigo, lighthouse, industrialist, spoof, bird droppings",Mel Brooks,"Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman, Ron Carey",Crossbow Productions
1977-06-17,Exorcist II: The Heretic,4.532,14000000,30800000,"Drama, Horror, Thriller","1970s, religion and supernatural, exorcism, possession, hypnosis, pact with the devil, sequel, examination, priest, devil, catholic church, demonic possession, locust, faith healing, supernatural horror",John Boorman,"Richard Burton, Linda Blair, Louise Fletcher, Max von Sydow, Kitty Winn",Warner Bros. Pictures
1977-03-11,Airport '77,5.586,6000000,30000000,"Action, Adventure, Drama, Thriller","rescue, airplane, stewardess, painting, pilot, hijacking, u.s. navy, bermuda triangle, sequel, airplane hijacking, disaster, underwater, art thief, millionaire, philanthropist, card playing, airliner, disaster movie, scuba diver",Jerry Jameson,"James Stewart, George Kennedy, Jack Lemmon, Brenda Vaccaro, Pamela Bellwood","Universal Pictures, Jennings Lang Productions"
1977-06-24,Herbie Goes to Monte Carlo,5.871,0,29000000,"Romance, Comedy, Family, Action, Adventure","paris, france, car race, monte carlo, car mechanic, sequel, diamond theft, volkswagen beetle, smart car, monte carlo rally, the love bug",Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear",Walt Disney Productions
1977-02-25,Slap Shot,6.861,0,28000000,"Comedy, Drama","small town, sports, pennsylvania, usa, ice hockey, team owner",George Roy Hill,"Paul Newman, Strother Martin, Michael Ontkean, Jennifer Warren, Lindsay Crouse",Universal Pictures
1977-12-17,The Gauntlet,6.566,5500000,26414658,"Drama, Action, Crime, Thriller","sniper, helicopter, prostitute, showdown, ambush, hitman, chase, bus, mexican standoff, freight train, witness, police protection, biker, beating, organized crime, shootout, las vegas, motorcycle, alcoholic, tough cop, betting, gauntlet, corrupt official, extradition, phoenix, arizona",Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, William Prince, Bill McKinney","Malpaso Productions, Warner Bros. Pictures"
1977-07-22,The Hills Have Eyes,6.17,230000,25000000,Horror,"rape, government, mutation, murder, cannibal, dog, desert, camper, set on fire",Wes Craven,"Martin Speer, Russ Grieve, John Steadman, James Whitworth, Virginia Vincent",Blood Relations Co.
1977-08-06,Space Battleship Yamato,8.6,0,23000000,"Action, Animation, Adventure, Science Fiction, Drama, Romance","galaxy, saving the world, spirit, battleship",Toshio Masuda,"GorÅ Naya, Kei Tomiyama, ShÅ«sei Nakamura, Yoko Asagami, Ichiro Nagai",Office Academy
1977-10-19,Looking for Mr. Goodbar,6.344,0,22512655,Drama,"cocaine, gigolo, cannabis, teacher, sexual fantasy, disco, singles bar, disco music",Richard Brooks,"Diane Keaton, Tuesday Weld, William Atherton, Richard Kiley, Richard Gere",Paramount
1978-07-07,Grease,7.394,6000000,396300000,"Romance, Comedy","australia, high school, flying car, california, jealousy, street gang, cheerleader, dance competition, carnival, musical, based on play or musical, rivalry, high school graduation, high school friends, tv show in film, gossip, makeover, clique, nostalgic, greaser, school dance, animated credits, pep rally, wrong side of the tracks, mooning, opposites attract, letterman jacket, girl gang, track and field, summer romance, 1950s, sweethearts, street racing, west side story, goody two shoes, rival gang, going steady, two-faced, good girl bad boy, music movie",Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl","Paramount, Robert Stigwood Organization, Fine Arts Films"
1978-12-14,Superman,7.123,55000000,300218018,"Science Fiction, Action, Adventure","galaxy, journalist, saving the world, secret identity, crime fighter, superhero, nuclear missile, based on comic, destruction of planet, criminal, sabotage, super power, north pole, midwest, newspaper office, superhuman strength, aftercreditsstinger, save the day, evil genius, rural life",Richard Donner,"Marlon Brando, Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper","Dovemead Films, Alexander and Ilya Salkind Productions, International Film Production"
1978-06-16,Jaws 2,5.966,20000000,187884007,"Horror, Thriller","dying and death, rescue, island, panic, mayor, shark attack, police chief, current, boat accident, animal attack, sailing, sequel, scuba diving, creature, shark, great white shark, killer whale, high-tension current, water skiing, tourism",Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer",Universal Pictures
1978-07-27,Animal House,6.995,2700000,141000000,Comedy,"college, fraternity, dean, fraternity house, national lampoon's, probation, 1960s, college freshman, anarchic comedy",John Landis,"John Belushi, Tim Matheson, John Vernon, Verna Bloom, Tom Hulce","Universal Pictures, Oregon Film Factory, Stage III Productions"
1978-06-28,Heaven Can Wait,6.6,15000000,98800000,"Fantasy, Comedy, Romance","infidelity, sports, afterlife, american football, based on play or musical, remake, los angeles, california, quarterback, super bowl, environmental activist","Warren Beatty, Buck Henry","Warren Beatty, Julie Christie, James Mason, Jack Warden, Charles Grodin",Paramount
1978-12-16,Every Which Way but Loose,6.154,5000000,85196485,"Action, Comedy, Adventure, Romance, Drama","martial arts, waitress, bare knuckle boxing, fight, overweight, fishing, camping, motel, human animal relationship, beer, biker, orangutan, monkey, threesome, meat hook, exotic pet, street fight, pets, action hero",James Fargo,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Manis, Beverly D'Angelo","Malpaso Productions, Warner Bros. Pictures"
1978-07-28,Hooper,6.326,6000000,78000000,"Action, Comedy","stuntman, hollywood",Hal Needham,"Burt Reynolds, Jan-Michael Vincent, Sally Field, Brian Keith, John Marley","Warner Bros. Pictures, Lawrence Gordon Productions"
1978-10-24,Halloween,7.56,325000,70300000,"Horror, Thriller","mask, police, halloween, babysitter, marijuana, stalking, serial killer, maniac, killing spree, family, evil, psychotic, escaped killer",John Carpenter,"Donald Pleasence, Jamie Lee Curtis, P.J. Soles, Nancy Kyes, Charles Cyphers","Compass International Pictures, Falcon International Productions"
1978-09-02,Dawn of the Dead,7.486,650000,55000000,Horror,"helicopter, army, chaos, bite, materialism, machete, gore, martial law, state of emergency, shopping mall, infection, biker, truck, zombie, motorcycle gang, exploding head, mall, tv production, zombie apocalypse, pittsburgh, pennsylvania",George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger, Gaylen Ross, David Crawford","Dawn Associates, Laurel Entertainment"
1978-01-08,Revenge of the Pink Panther,6.431,0,49579269,"Comedy, Crime, Mystery",inspector,Blake Edwards,"Peter Sellers, Herbert Lom, Dyan Cannon, Robert Webber, Robert Loggia","United Artists, Jewel Productions, Sellers-Edwards productions, Pimlico Films"
1978-12-08,The Deer Hunter,8.0,15000000,49000000,"Drama, War","vietnam veteran, small town, suicide, vietnam, post-traumatic stress disorder (ptsd), escape, pennsylvania, usa, saigon, friends, russian roulette, wedding, deer hunting, steel worker, anti war, revolver, drunkenness, viet cong, romantic triangle, prisoner of war camp, slavic american",Michael Cimino,"Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep","Universal Pictures, EMI Films"
1978-05-10,The End,5.382,3000000,45000000,Comedy,"dark comedy, terminal illness, mental patient, suicidal thoughts, contemplating suicide",Burt Reynolds,"Burt Reynolds, Dom DeLuise, Sally Field, Strother Martin, David Steinberg","United Artists, Gordon-Reynolds Productions"
1978-07-14,Foul Play,6.3,5000000,45000000,"Comedy, Mystery, Thriller","detective, murder, conspiracy, church, catholic, albino",Colin Higgins,"Goldie Hawn, Chevy Chase, Burgess Meredith, Eugene Roche, Dudley Moore","Paramount, Miller-Milkis Productions, Shelburne Associates"
1978-06-27,Convoy,6.3,12000000,45000000,"Action, Comedy","police brutality, waitress, police, chase, fight, highway, protest, car crash, road trip, truck, marijuana, based on song, poem or rhyme, truck driver, cb radio, convoy, truck stop",Sam Peckinpah,"Kris Kristofferson, Ali MacGraw, Ernest Borgnine, Burt Young, Madge Sinclair","United Artists, EMI Films"
1978-12-15,California Suite,5.8,0,42000000,"Comedy, Drama, Romance","hotel, husband wife relationship, based on play or musical, beverly hills, multiple storylines, luxury hotel",Herbert Ross,"Jane Fonda, Alan Alda, Maggie Smith, Michael Caine, Walter Matthau","Columbia Pictures, Rastar Productions"
1978-05-16,Up in Smoke,6.7,0,41590893,Comedy,"joint, drug trafficking, smoking, ecstasy, drug mule, friendship bracelet, marijuana, drugs, buddy, hitchhike",Lou Adler,"Cheech Marin, Tommy Chong, Strother Martin, Edie Adams, Harold Fong",Paramount
1978-08-31,Midnight Express,7.51,2300000,35000000,"Drama, Crime","prison, airport, drug smuggling, escape, court, 1970s, attempt to escape, based on true story, lawyer, torture, hashish, brutality, masturbation, istanbul, turkey",Alan Parker,"Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli, Paul L. Smith","Columbia Pictures, Casablanca Filmworks"
1978-11-15,The Lord of the Rings,6.569,4000000,30471420,"Adventure, Animation, Fantasy","mission, based on novel or book, elves, dwarf",Ralph Bakshi,"Christopher Guard, William Squire, Michael Scholes, John Hurt, Simon Chandler","Fantasy Films, Bakshi Productions, Saul Zaentz Film Productions"
1978-03-15,House Calls,7.0,0,28460702,"Comedy, Romance",,Howard Zieff,"Walter Matthau, Art Carney, Richard Benjamin, Candice Azzara, Dick O'Neill",Universal Pictures
1978-06-09,Damien: Omen II,6.424,6800000,26518355,"Horror, Thriller","prophecy, secret identity, devil's son, sequel, anti-christ, occult, raven, military academy",Don Taylor,"William Holden, Lee Grant, Jonathan Scott-Taylor, Robert Foxworth, Nicholas Pryor","Mace Neufeld Productions, 20th Century Fox, Harvey Bernhard Productions"
1979-06-26,Moonraker,6.157,34000000,210308099,"Action, Adventure, Thriller, Science Fiction","space marine, based on novel or book, venice, italy, mass murder, rio de janeiro, space suit, marcus square, space battle, secret base, gondola, laser, space travel, utopia, boat chase, mi6, astronaut, british secret service, space shuttle, cable car",Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel, Corinne ClÃ©ry","United Artists, EON Productions, Danjaq, Les Productions Artistes AssociÃ©s"
1979-08-15,Apocalypse Now,8.284,31500000,150000000,"Drama, War","guerrilla warfare, epic, vietnam war, journalist, mission, vietnam, vietcong, cia, cambodia, army, drug abuse, based on novel or book, secret mission, insanity, surrealism, tribe, green beret, jungle, descent into madness, brutality, riverboat, military, anti war",Francis Ford Coppola,"Martin Sheen, Frederic Forrest, Albert Hall, Laurence Fishburne, Sam Bottoms","United Artists, American Zoetrope, Coppola Cinema 7"
1979-12-07,Star Trek: The Motion Picture,6.491,35000000,139000000,"Science Fiction, Adventure, Mystery","spacecraft, man vs machine, artificial intelligence (a.i.), self sacrifice, teleportation, san francisco, california, starship, space opera, reunited friends, outer space",Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei",Paramount
1979-12-07,Kramer vs. Kramer,7.556,8000000,106260000,Drama,"husband wife relationship, marriage, custody battle, divorce, family, couple, selfishness, manhattan, new york city, child custody, abandonment",Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry, Howard Duff",Columbia Pictures
1979-05-25,Alien,8.151,11000000,104931801,"Horror, Science Fiction","android, spacecraft, space marine, biology, dystopia, countdown, space suit, beheading, space travel, cowardice, alien, space, female protagonist, parasite, space opera, cosmos, xenomorph",Ridley Scott,"Sigourney Weaver, Tom Skerritt, Ian Holm, Yaphet Kotto, John Hurt","20th Century Fox, Brandywine Productions"
1979-04-12,Mad Max,6.686,350000,100000000,"Adventure, Action, Thriller, Science Fiction","australia, baby, chain, dystopia, post-apocalyptic future, exploitation, villain, bridge, matter of life and death, benzine, biker, cop, partner, truck, vigilante, motorcycle, motorcycle gang, exploding car, adventurer, action hero, good versus evil",George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley, Tim Burns","Kennedy Miller Productions, Crossroads, Mad Max Films, American International Pictures"
1979-12-14,The Jerk,6.891,4000000,100000000,Comedy,"blow, neominstrelsy, phone book, sharecropper, tennis court",Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King, Richard Ward","Universal Pictures, Aspen Film Society"
1979-12-14,1941,5.852,35000000,94900000,"Comedy, War","california, panic, submarine, war ship, world war ii, pearl harbor, satire, los angeles, california, 1940s, anarchic comedy",Steven Spielberg,"Dan Aykroyd, Ned Beatty, John Belushi, Lorraine Gary, Murray Hamilton","Columbia Pictures, A-Team, Universal Pictures"
1979-07-26,The Amityville Horror,6.275,4700000,86400000,Horror,"halloween, haunted house, possession, long island, new york, paranormal, new home, exorcist, psychotronic, indian burial ground, newspaper article, pets, haunted, religious horror",Stuart Rosenberg,"James Brolin, Margot Kidder, Rod Steiger, Don Stroud, Murray Hamilton",American International Pictures
1979-06-15,Rocky II,7.261,7000000,85182160,Drama,"hero, husband wife relationship, coma, transporter, love of one's life, intensive care, sports, publicity, boxer, training, world champion, victory, hospital, boxing",Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith","Winkler Films, United Artists"
1979-10-05,10,5.597,7000000,74865517,"Comedy, Romance","beach, mexico, midlife crisis, honeymoon, crisis, marriage, romance, love, songwriter",Blake Edwards,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber, Dee Wallace","Orion Pictures, Warner Bros. Pictures"
1979-06-22,The Muppet Movie,7.111,8000000,65200000,"Comedy, Adventure, Music, Family","chicken, musical, puppet, fame, puppetry, hollywood, gonzo, fozzie bear, floyd, dr teeth, miss piggy, studebaker, movie star, aftercreditsstinger, kermit the frog",James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz","ITC Entertainment, The Jim Henson Company"
1979-12-21,The Electric Horseman,6.059,12500000,61801971,"Drama, Romance, Comedy, Western","rodeo, horse, doping, love, cowboy",Sydney Pollack,"Robert Redford, Jane Fonda, Valerie Perrine, Willie Nelson, John Saxon","Columbia Pictures, Universal Pictures, Wildwood Enterprises"
1979-03-16,The China Syndrome,7.142,5900000,51718367,"Drama, Thriller","california, telecaster, radiation, energy policy, earthquake, nuclear power plant, cinematographer, core melt, conspiracy, tv reporter, atomic reactor, whistleblower, falsification, nuclear accident, picketing, turbine",James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas, Scott Brady, James Hampton","Columbia Pictures, IPC Films"
1979-06-22,The Main Event,4.888,0,44800000,"Comedy, Romance","sports, boxer, romantic comedy, perfume, financial ruin, boxing manager, driving instructor",Howard Zieff,"Barbra Streisand, Ryan O'Neal, Paul Sand, Whitman Mayo, Patti D'Arbanville","Barwood Films, Warner Bros. Pictures"
1979-04-26,Love at First Bite,5.9,0,43885000,"Romance, Comedy, Horror","new york city, vampire, coffin, romantic comedy, spoof, disco, horror comedy, dracula",Stan Dragoti,"George Hamilton, Susan Saint James, Richard Benjamin, Dick Shawn, Arte Johnson","Melvin Simon Productions, American International Pictures"
1979-06-22,Escape from Alcatraz,7.522,8000000,43004381,"Drama, Thriller","prison, island, based on novel or book, san francisco, california, alcatraz prison, prison warden, based on true story, prison escape, 1960s, escape plan",Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau, Fred Ward","Paramount, Malpaso Productions"
1979-04-25,Manhattan,7.749,9000000,40194067,"Comedy, Drama, Romance","adultery, lolita, new york city, based on novel or book, based on true story, love, mistress, black and white, writer, relationship, divorce, true crime, manhattan, new york city, married",Woody Allen,"Woody Allen, Diane Keaton, Michael Murphy, Mariel Hemingway, Meryl Streep","United Artists, Jack Rollins & Charles H. Joffe Productions"
1979-06-15,The In-Laws,6.603,9000000,38200000,"Action, Adventure, Comedy, Mystery","cia, wedding, in-laws, armored car robbery",Arthur Hiller,"Peter Falk, Alan Arkin, Richard Libertini, Nancy Dussault, Penny Peyser",Warner Bros. Pictures
1979-12-16,All That Jazz,7.453,12000000,37823676,Drama,"movie business, show business, tap dancing, film in film, divorce, broadway, rainstorm, surgery, editing, restroom, screening room, amphetamine, prescription drug abuse, angel of death, preserved film",Bob Fosse,"Roy Scheider, Ann Reinking, Leland Palmer, Jessica Lange, Erzsebet Foldi","Columbia Pictures, 20th Century Fox"
1980-05-20,The Empire Strikes Back,8.391,18000000,538400000,"Adventure, Action, Science Fiction","rebellion, android, spacecraft, asteroid, rebel, space battle, snowstorm, space colony, swamp, space opera, artic",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels",Lucasfilm Ltd.
1980-09-10,The Gods Must Be Crazy,7.224,5000000,200000000,"Action, Comedy","airplane, africa, coca-cola, tribe, god, desert, soda bottle, kalahari, bushman, tribal, independent film",Jamie Uys,"Marius Weyers, Sandra Prinsloo, N!xau, Louw Verwey, Michael Thys","CAT Films, Mimosa Films"
1980-12-04,Superman II,6.732,54000000,190458706,"Science Fiction, Action, Adventure","saving the world, superhero, loss of virginity, based on comic, sequel, niagara falls, criminal, super power, phantom zone, rocket fired grenade, crystal machine, superhuman strength, duringcreditsstinger",Richard Lester,"Gene Hackman, Christopher Reeve, Ned Beatty, Jackie Cooper, Sarah Douglas","Dovemead Films, Alexander and Ilya Salkind Productions, International Film Production"
1980-06-16,The Blues Brothers,7.74,27000000,115229890,"Music, Comedy, Action, Crime","prison, chicago, illinois, dancing, concert, country music, nazi, jazz, nun, music instrument, blues, musical, shopping mall, road trip, church, buddy, parole",John Landis,"Dan Aykroyd, John Belushi, James Brown, Cab Calloway, Ray Charles",Universal Pictures
1980-12-18,Nine to Five,6.884,10000000,103300000,Comedy,"kidnapping, tied up, live action and animation",Colin Higgins,"Jane Fonda, Lily Tomlin, Dolly Parton, Dabney Coleman, Sterling Hayden","IPC Films, 20th Century Fox"
1980-12-12,Stir Crazy,6.5,10000000,101300000,Comedy,"mistaken identity, prison escape, fish out of water, wrongful imprisonment, buddy",Sidney Poitier,"Gene Wilder, Richard Pryor, Georg Stanford Brown, JoBeth Williams, Miguel Ãngel SuÃ¡rez",Columbia Pictures
1980-07-02,Airplane!,7.293,3500000,83453539,Comedy,"chicago, illinois, post-traumatic stress disorder (ptsd), airplane, cataclysm, guitar, alcohol, stewardess, taxi driver, passenger, fear of flying, pilot, medicine, air controller, landing, saxophone, autopilot, parody, spoof, food poisoning, los angeles, california, alcohol abuse, aftercreditsstinger, inflatable life raft, anarchic comedy","Jerry Zucker, Jim Abrahams, David Zucker","Robert Hays, Julie Hagerty, Leslie Nielsen, Kareem Abdul-Jabbar, Lloyd Bridges","Paramount, Howard W. Koch Productions"
1980-12-17,Any Which Way You Can,5.799,15000000,70687344,"Action, Adventure, Comedy","martial arts, bare knuckle boxing, fight, mafia, motorcycle, motorcycle gang, orangutan, monkey, street fight, action hero",Buddy Van Horn,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, William Smith, Harry Guardino","Warner Bros. Pictures, Malpaso Productions"
1980-10-06,Private Benjamin,5.942,15000000,69800000,Comedy,"army, strong woman, paris, france, change, empowerment, transformation, training camp, training, us army, female soldier, female protagonist, private, female empowerment, military training, determination, army cadet, army training",Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber, Sam Wanamaker",Warner Bros. Pictures
1980-03-07,Coal Miner's Daughter,7.27,15000000,67182787,"Music, Drama","country music, kentucky, female friendship, biography, washington state, still, grand ole opry, nashville tennessee, honkytonk, coal, coal mining, journey shown on map, death of best friend",Michael Apted,"Sissy Spacek, Tommy Lee Jones, Levon Helm, Beverly D'Angelo, William Sanderson",Universal Pictures
1980-08-15,Smokey and the Bandit II,5.581,17000000,66132626,"Action, Comedy","sheriff, elephant, texas, prosecution, girlfriend, transportation, road trip, truck, desert, road movie, duringcreditsstinger, absurdism",Hal Needham,"Burt Reynolds, Jackie Gleason, Jerry Reed, Dom DeLuise, Paul Williams",Universal Pictures
1980-05-09,Friday the 13th,6.395,550000,59800000,Horror,"lake, new jersey, drowning, summer camp, sadism, villain, woods, revenge, murder, stalking, serial killer, cabin, camp, slasher, summer, series of murders, franchise, 1950s, teenager",Sean S. Cunningham,"Jeannine Taylor, Laurie Bartram, Harry Crosby, Robbi Morgan, Adrienne King","Georgetown Productions Inc., Sean S. Cunningham Films, Paramount"
1980-07-05,The Blue Lagoon,6.159,4500000,58853106,"Romance, Adventure","sexual identity, shipwreck, lovers, stranded, marooned, pacific island, deserted island, tropical island, lost at sea",Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Jeffrey Kleiser",Columbia Pictures
1980-09-19,Ordinary People,7.4,6000000,54766923,Drama,"chicago, illinois, depression, post-traumatic stress disorder (ptsd), based on novel or book, suicide attempt, middle class, dysfunctional family, grief, psychiatrist, guilt, grieving",Robert Redford,"Timothy Hutton, Donald Sutherland, Mary Tyler Moore, Judd Hirsch, M. Emmet Walsh","Paramount, Wildwood Enterprises"
1980-02-02,Prophecy,5.453,12000000,54000000,"Horror, Science Fiction","monster, mutant, native american, toxic, environmental, animal horror",John Frankenheimer,"Talia Shire, Robert Foxworth, Armand Assante, Richard Dysart, Victoria Racimo",Paramount
1980-06-06,Urban Cowboy,6.5,10000000,53300000,"Drama, Romance, Western","texas, slice of life, blue collar, newlywed, marital problem, oil field",James Bridges,"John Travolta, Debra Winger, Scott Glenn, Madolyn Smith Osborne, Barry Corbin",Paramount
1980-02-08,American Gigolo,6.119,5000000,52700000,"Crime, Drama, Mystery","infidelity, detective, suspicion of murder, gigolo, callboy, gay interest, murder, los angeles, california",Paul Schrader,"Richard Gere, Lauren Hutton, HÃ©ctor Elizondo, Nina van Pallandt, Bill Duke","Paramount, Freddie Fields Productions"
1980-12-12,Popeye,5.431,20000000,49823037,"Action, Adventure, Comedy, Family","baby, octopus, blackmail, tax collector, based on cartoon, super power, sailor, spinach, seaside town, abandoned baby",Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith","Walt Disney Productions, Paramount"
1980-01-30,Hardly Working,4.5,3400000,49000000,Comedy,,Jerry Lewis,"Jerry Lewis, Susan Oliver, Roger C. Carmel, Deanna Lund, Harold J. Stone",
1980-05-23,The Shining,8.22,19000000,44781695,"Horror, Thriller","hotel, child abuse, based on novel or book, isolation, telepathy, delusion, snowstorm, colorado, seclusion, surrealism, alcoholism, premonition, psychic power, caretaker, loneliness, vision, domestic violence, postmodern, psychological thriller, writer, electronic music score, twins, labyrinth, alcoholic, blizzard, mutilation, bloody body of child, extrasensory perception, uxoricide, motherhood, filicide, snowed in, burial ground, hypothermia, haunted hotel, psychological disintegration, afi, pediatrician, repetition, mother son relationship, supernatural power, supernatural horror, ghost child, psychotronic film, writers-block, cabin fever, psychological horror, deal with the devil, nuclear family, avant garde, yosemite national park, twin sisters, identical twins, cult film",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Philip Stone","Hawk Films, Peregrine, The Producer Circle Co., Warner Bros. Pictures"
1981-06-12,Raiders of the Lost Ark,7.927,18000000,389925971,"Adventure, Action","egypt, treasure, medallion, swastika, saving the world, nepal, himalaya mountain range, cairo, moses, hat, whip, leather jacket, mediterranean, ark of the covenant, ten commandments, nazi, excavation, riddle, treasure hunt, archaeologist, adventurer, archeology, religious history, 1930s",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey","Paramount, Lucasfilm Ltd."
1981-06-24,For Your Eyes Only,6.521,28000000,187412802,"Adventure, Action, Thriller","sea, assassin, london, england, smuggling (contraband), submarine, undercover, england, secret mission, olympic games, secret intelligence service, drug trafficking, mountain, kgb, coral reef, ski jump, parrot, cryptographic device, figure skating, motorcycle, monastery, british secret service, snow skiing",John Glen,"Roger Moore, Carole Bouquet, Topol, Julian Glover, Lynn-Holly Johnson","United Artists, EON Productions, Danjaq"
1981-11-13,Porky's,6.398,4000000,125700000,Comedy,"virgin, florida, everglades, stripper, loss of virginity, redneck, school, hijinks, racism, lust, peeping tom, teaching, misadventure, sex comedy, duringcreditsstinger, voyeur, virginity, 1950s",Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Cyril O'Reilly, Kaki Hunter","Melvin Simon Productions, Astral Bellevue PathÃ©, 20th Century Fox"
1981-12-01,On Golden Pond,7.268,15000000,119285432,"Drama, Romance","daughter, lake, parent child relationship, son, based on play or musical, family relationships, family holiday, new england, family conflict, lake house",Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon, Dabney Coleman","Universal Pictures, IPC Films, ITC Entertainment"
1981-07-17,Arthur,6.491,7000000,95461682,"Comedy, Drama, Romance","new york city, waitress, butler, theft, comic drunk",Steve Gordon,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Jill Eikenberry","Orion Pictures, Jack Rollins & Charles H. Joffe Productions"
1981-06-26,Stripes,6.556,10000000,85300000,"Action, Comedy","date, ex-girlfriend, military spoof, us army",Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young",Columbia Pictures
1981-09-17,Das Boot,8.1,14000000,85000000,"Drama, History, War","based on novel or book, submarine, war correspondent, atlantic ocean, gibraltar, world war ii, duty, suicide mission, drinking, sailor, convoy, destroyer, naval warfare, naval battle, battle of the atlantic",Wolfgang Petersen,"JÃ¼rgen Prochnow, Herbert GrÃ¶nemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge","Radiant Film GmbH, SÃ¼ddeutscher Rundfunk, Bavaria Film, Twin Bros. Productions, Columbia Pictures, WDR, PSO"
1981-06-19,The Cannonball Run,6.123,18000000,72179579,"Action, Comedy",cross country race,Hal Needham,"Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise, Dean Martin","Albert S. Ruddy Productions, 20th Century Fox, Orange Sky Golden Harvest"
