Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1975-03-19,Tommy,6.4,5000000,34300000,Music,"christmas party, midnight movie, musical, satire, christmas tree, mute, pinball, rock opera, post war, cult leader, blindness, pinball machine, holiday camp, visually impaired person, christmas lights, cult of celebrity",Ken Russell,"Oliver Reed, Ann-Margret, Roger Daltrey, Elton John, Eric Clapton","Robert Stigwood Organization, Hemdale Film"
1975-06-25,Rollerball,6.201,0,30000000,"Action, Science Fiction","future, sports, dystopia, games, roller skating, future sport",Norman Jewison,"James Caan, John Houseman, Maud Adams, John Beck, Moses Gunn","United Artists, Algonquin"
1975-12-25,Lucky Lady,5.182,13000000,24441725,"Crime, Comedy","prohibition era, san diego, california, liquor, bootlegging, 1930s",Stanley Donen,"Liza Minnelli, Burt Reynolds, Gene Hackman, Robby Benson, John Hillerman",Gruskoff/Venture Films
1975-03-13,The Great Waldo Pepper,6.4,0,20642922,"Adventure, Drama","world war i, aerial combat, red baron, biplane, flying ace, barnstorming, fighter ace, stunt pilot, the red baron, airplane pilot",George Roy Hill,"Robert Redford, Bo Svenson, Bo Brundin, Susan Sarandon, Geoffrey Lewis",Universal Pictures
1975-06-10,Love and Death,7.556,3000000,20173742,"Comedy, War","napoleon bonaparte, duel, execution, napoleonic wars, wheat, 19th century, anarchic comedy",Woody Allen,"Woody Allen, Diane Keaton, Harold Gould, Olga Georges-Picot, Zvee Scooler",United Artists
1975-03-21,Escape to Witch Mountain,6.378,0,20000000,"Adventure, Fantasy, Science Fiction, Family","flying car, helicopter, attempt to escape, car crash, telekinesis, based on children's book, orphan siblings",John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann",Walt Disney Productions
1975-05-21,Breakout,6.3,1000000,16000000,"Action, Adventure, Thriller","prison, helicopter, mexico, escape, pilot, wrongful imprisonment, false accusations, corrupt official, man in drag, trying to escape, escape attempt, rescue operation",Tom Gries,"Charles Bronson, Robert Duvall, Jill Ireland, Randy Quaid, Sheree North",Columbia Pictures
1975-10-01,The Giant Spider Invasion,4.007,300000,15000000,"Horror, Science Fiction","small town, sheriff, wisconsin, spider, animal attack, giant spider, black hole, small town sheriff",Bill Rebane,"Steve Brodie, Barbara Hale, Robert Easton, Leslie Parrish, Alan Hale Jr.",Cinema Group 75
1975-05-21,The Eiger Sanction,6.125,0,14200000,"Action, Adventure, Drama","art collector, assassin, based on novel or book, hitman, espionage, secret intelligence service, switzerland, mountain climbing, alps mountains, swiss alps, spy ring, rock climbing, college professor, spy thriller, american southwest, art collection, art historian, retired assassin, monument valley, zion national park",Clint Eastwood,"Clint Eastwood, George Kennedy, Vonetta McGee, Jack Cassidy, Heidi Brühl","Jennings Lang Productions, Universal Pictures, Malpaso Productions"
1975-06-25,Cooley High,6.8,750000,13000000,"Comedy, Drama","chicago, illinois, high school, cadillac, coming of age, friends",Michael Schultz,"Glynn Turman, Lawrence Hilton-Jacobs, Garrett Morris, Cynthia Davis, Corin Rogers",American International Pictures
